"IP-Ranges StMLB		"
"für die interne Verwendung		"
"		"
"IP	Netzbeschreibung	Domain"
"193.34.207.5	stmlb_internal_VLAN1	stmlb.bayern.de"
"193.34.207.6	babw_internal_VLAN2	stmlb.bayern.de"
"195.200.70.110/30	babw_extern_WebServer	stmlb.bayern.de"
"195.200.71.2	babw_public_NAT	stmlb.bayern.de"
"195.200.71.199	babw_administration	stmlb.bayern.de"
"195.200.71.253	babw_NAS_vs-nfd	stmlb.bayern.de"
